Id,xx,Price,Age_08_04,Mfg_Month,Mfg_Year,KM,Fuel_Type,Diesel,Petrol,HP,Met_Color,Color,Automatic,cc,Doors,Cylinders,Gears,Quarterly_Tax,Weight,Mfr_Guarantee,BOVAG_Guarantee,Guarantee_Period,ABS,Airbag_1,Airbag_2,Airco,Automatic_airco,Boardcomputer,CD_Player,Central_Lock,Powered_Windows,Power_Steering,Radio,Mistlamps,Sport_Model,Backseat_Divider,Metallic_Rim,Radio_cassette,Tow_Bar
717,TOYOTACorolla1.616VLIFTBLINEALUNA4/5-Doors,9500,58,11,1999,91000,Petrol,0,0,110,1,Grey,0,1600,5,4,5,85,1075,1,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,1
718,TOYOTACorolla1.616VHATCHBLINEATERRA2/3-Doors,8450,68,1,1999,90727,Petrol,0,0,110,0,Red,0,1600,3,4,5,69,1050,1,1,3,1,1,1,0,0,0,0,1,1,1,0,0,1,1,0,0,0
719,TOYOTACorolla1.616VHATCHBLINEATERRA2/3-Doors,8490,62,7,1999,90000,Petrol,0,0,110,0,Red,0,1600,3,4,5,69,1050,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0
720,TOYOTACorolla1.6LineaTerraSedan4/5-Doors,8750,60,9,1999,89576,Petrol,0,0,110,0,Red,0,1600,4,4,5,69,1035,0,0,12,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1
721,TOYOTACorolla1.316VHATCHBG62/3-Doors,9750,64,5,1999,89145,Petrol,0,0,86,1,Blue,0,1300,3,4,5,69,1025,0,1,3,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,0,0
722,TOYOTACorolla1.6LineaLunaWagonStationwagen,9950,63,6,1999,89000,Petrol,0,0,110,1,White,0,1600,5,4,5,85,1085,0,0,6,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
723,TOYOTACorolla1.616VHATCHBLINEATERRA2/3-Doors,8500,68,1,1999,88807,Petrol,0,0,110,0,Red,0,1600,3,4,5,69,1050,0,1,3,1,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,1
724,TOYOTACorolla1.616VLIFTBLINEATERRA4/5-Doors,8450,63,6,1999,88685,Petrol,0,0,110,0,Grey,0,1600,5,4,5,85,1070,1,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0
725,TOYOTACorolla1.616VSEDANLINEALUNA4/5-Doors,7900,62,7,1999,88667,Petrol,0,0,110,1,Red,0,1600,4,4,5,69,1040,1,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,0,0,0
726,TOYOTACorolla1.616VHATCHBLINEATERRA2/3-Doors,8750,57,12,1999,88480,Petrol,0,0,110,1,Green,0,1600,3,4,5,69,1050,1,1,3,1,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0
727,TOYOTACorolla1.316VHATCHBLINEATERRA2/3-Doors,7950,61,8,1999,88127,Petrol,0,0,86,0,Red,0,1300,3,4,5,69,1015,1,1,3,1,1,1,0,0,0,0,0,0,1,1,0,1,1,0,1,0
728,TOYOTACorolla1.316VHATCHBLINEALUNA2/3-Doors,6900,62,7,1999,88000,Petrol,0,0,86,0,Blue,0,1300,3,4,5,69,1020,0,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,0,0,1
729,TOYOTACorolla1.316VHATCHBLINEATERRA2/3-Doors,8150,65,4,1999,87821,Petrol,0,0,86,1,Grey,0,1300,3,4,5,69,1015,1,1,3,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0
730,TOYOTACorolla1.316VLIFTBLINEATERRAAUT34/5-Doors,10995,59,10,1999,87654,Petrol,0,0,86,1,Green,1,1300,5,4,5,85,1065,1,1,3,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0
731,TOYOTACorolla1.616VHATCHBLINEATERRA2/3-Doors,8900,59,10,1999,86888,Petrol,0,0,110,1,Red,0,1600,3,4,5,69,1050,0,1,3,1,1,1,1,0,0,0,0,0,1,1,0,1,1,0,1,0
732,TOYOTACorolla1.316VLIFTBLINEALUNA4/5-Doors,9500,59,10,1999,86871,Petrol,0,0,86,1,Black,0,1300,5,4,5,69,1040,0,1,3,0,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0
733,TOYOTACorolla1.616VSEDANLINEATERRA4/5-Doors,8950,68,1,1999,86714,Petrol,0,0,110,1,Silver,0,1600,4,4,5,69,1035,1,1,3,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1
734,TOYOTACorolla1.6G6HB2/3-Doors,11500,65,4,1999,85889,Petrol,0,0,110,0,Red,0,1600,3,4,6,85,1065,0,1,12,1,1,0,1,0,0,0,1,1,1,1,0,0,0,1,1,1
735,TOYOTACorolla1.6TerraHB2/3-Doors,10450,62,7,1999,85000,Petrol,0,0,110,1,Silver,0,1600,3,4,5,69,1050,0,0,6,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1
736,TOYOTACorolla1.316VHATCHBG62/3-Doors,10500,60,9,1999,85000,Petrol,0,0,86,1,Black,0,1300,3,4,5,69,1025,1,1,3,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,0,0
737,TOYOTACorolla1.616VSEDANLINEATERRA4/5-Doors,9250,68,1,1999,84976,Petrol,0,0,110,1,Silver,0,1600,4,4,5,69,1035,1,1,3,1,1,1,0,0,0,0,1,1,1,0,0,0,1,0,0,1
738, TOYOTACorolla1.616vLineaLunaStationwagen,10950,65,4,1999,84558,Petrol,0,0,110,1,Silver,0,1600,5,4,5,19,1120,0,1,12,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0
739,TOYOTACorolla1.616VLIFTBLINEALUNA4/5-Doors,10450,62,7,1999,84549,Petrol,0,0,110,0,Silver,0,1600,5,4,5,85,1075,0,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0
740,TOYOTACorolla1.616VLIFTBLINEALUNA4/5-Doors,9250,68,1,1999,84482,Petrol,0,0,110,1,Grey,0,1600,5,4,5,85,1075,0,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,1
741,TOYOTACorolla1.616VLIFTBLINEATERRA4/5-Doors,8750,62,7,1999,83908,Petrol,0,0,110,1,Grey,0,1600,5,4,5,85,1070,0,1,3,1,1,1,0,0,0,0,0,0,1,1,0,1,1,0,1,0
742,TOYOTACorolla1.316VHATCHBLINEATERRA2/3-Doors,8750,67,2,1999,83560,Petrol,0,0,86,0,Red,0,1300,3,4,5,69,1015,1,1,3,1,1,1,0,0,0,0,0,1,1,0,0,1,1,1,0,1
743,TOYOTACorolla1.616VLIFTBLINEATERRAAUT44/5-Doors,9800,68,1,1999,83000,Petrol,0,0,107,1,Grey,1,1600,5,4,5,85,1100,1,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0
744,TOYOTACorolla1.316VHATCHBLINEATERRA2/3-Doors,8250,64,5,1999,82723,Petrol,0,0,86,0,Blue,0,1300,3,4,5,69,1015,1,1,3,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
745,TOYOTACorolla1.616VHATCHBG6R2/3-Doors,10450,62,7,1999,82421,Petrol,0,0,110,1,Black,0,1600,3,4,6,85,1065,0,1,3,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,0,1
746,TOYOTACorolla1.64/5-Doors,9750,58,11,1999,82254,Petrol,0,0,110,0,Red,0,1600,5,4,5,69,1050,0,1,12,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1
747,TOYOTACorollaLineaLuna1.6i16V2/3-Doors,8950,61,8,1999,82115,Petrol,0,0,110,1,Red,0,1600,3,4,5,85,1055,0,1,3,0,1,0,1,0,0,0,1,1,1,1,0,0,0,0,1,1
748,TOYOTACorolla1.316VHATCHBLINEATERRA2/3-Doors,7450,65,4,1999,82000,Petrol,0,0,86,1,Blue,0,1300,3,4,5,69,1015,0,0,3,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
749,TOYOTACorolla1.316VLIFTBLINEATERRA4/5-Doors,8450,68,1,1999,81965,Petrol,0,0,86,1,Black,0,1300,5,4,5,69,1035,1,1,3,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
750,TOYOTACorolla1.6HBLINEATERRA2/3-Doors,8250,66,3,1999,81250,Petrol,0,0,110,0,Grey,0,1600,3,4,5,19,1050,0,0,3,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1
751,TOYOTACorolla1.616VHATCHBG6R2/3-Doors,10950,65,4,1999,81192,Petrol,0,0,110,1,Black,0,1600,3,4,6,85,1065,1,1,3,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,0,0
752,TOYOTACorolla1.616VSEDANLINEALUNA4/5-Doors,8950,61,8,1999,81170,Petrol,0,0,110,1,Silver,0,1600,4,4,5,69,1040,1,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,0,0,1
753,TOYOTACorolla1.316VHATCHBLINEATERRA2/3-Doors,8750,66,3,1999,81083,Petrol,0,0,86,0,Red,0,1300,3,4,5,69,1015,1,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0
754,TOYOTACorolla1.6VVTiLineaLuna4/5-Doors,10450,61,8,1999,80714,Petrol,0,0,110,1,Black,0,1600,5,4,5,85,1075,1,1,12,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
755,TOYOTACorolla1.616VWAGONLINEATERRAStationwagen,10950,57,12,1999,80470,Petrol,0,0,110,0,Red,0,1600,5,4,5,85,1085,1,1,3,1,1,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0
756,TOYOTACorolla1.616VSEDANLINEATERRA4/5-Doors,8450,65,4,1999,80439,Petrol,0,0,110,1,Green,0,1600,4,4,5,69,1035,0,1,3,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0
757,TOYOTACorolla1.616VHATCHBG62/3-Doors,9950,59,10,1999,80430,Petrol,0,0,110,1,Black,0,1600,3,4,6,85,1065,0,1,3,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,0,0
758,TOYOTACorolla1.616VHATCHBLINEALUNA2/3-Doors,9950,68,1,1999,80426,Petrol,0,0,110,1,Green,0,1600,3,4,5,85,1055,1,1,3,1,1,1,0,0,0,0,1,1,1,0,1,0,1,0,0,0
759,TOYOTACorolla1.316VHATCHBLINEATERRA2/3-Doors,8750,62,7,1999,80265,Petrol,0,0,86,0,Red,0,1300,3,4,5,69,1015,1,1,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
760,TOYOTACorolla1.616VLIFTBLINEATERRA4/5-Doors,9950,65,4,1999,80153,Petrol,0,0,110,0,Green,0,1600,5,4,5,85,1070,1,1,3,1,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,1
761,TOYOTACorolla1.616VLIFTBLINEATERRA4/5-Doors,9500,68,1,1999,80121,Petrol,0,0,110,0,Red,0,1600,5,4,5,85,1070,1,1,3,1,1,1,1,0,0,0,1,1,1,0,0,1,1,0,0,1
762,TOYOTACorolla1.616VSEDANLINEATERRA4/5-Doors,8250,65,4,1999,80086,Petrol,0,0,110,1,Red,0,1600,4,4,5,69,1035,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
763,TOYOTACorolla1.616VLIFTBLINEALUNA4/5-Doors,10950,62,7,1999,80000,Petrol,0,0,110,0,Grey,0,1600,5,4,5,85,1075,0,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0
764,TOYOTACorolla1.3LBLINEATERRA4/5-Doors,7950,60,9,1999,80000,Petrol,0,0,86,0,Green,0,1300,5,4,5,19,1015,0,1,3,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
765,TOYOTACorolla1.3HBLINEATERRA2/3-Doors,8250,65,4,1999,80000,Petrol,0,0,86,1,Black,0,1300,2,4,5,19,1015,0,1,3,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
766,TOYOTACorolla1.616VSEDANLINEALUNA4/5-Doors,9895,67,2,1999,79858,Petrol,0,0,110,1,Green,0,1600,4,4,5,69,1040,1,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,0,0,0
767,TOYOTACorolla1.316VHATCHBLINEATERRA2/3-Doors,9130,67,2,1999,79762,Petrol,0,0,86,1,Grey,0,1300,3,4,5,69,1015,0,1,3,1,1,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0
768,TOYOTACorolla1.316VLIFTBLINEATERRAAUT34/5-Doors,10950,59,10,1999,79660,Petrol,0,0,86,0,Green,1,1300,5,4,5,85,1065,1,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0
769,TOYOTACorolla1.616VLIFTBLINEALUNA4/5-Doors,10500,60,9,1999,79150,Petrol,0,0,110,1,Green,0,1600,5,4,5,85,1075,1,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,1
770,TOYOTACorolla1.616VHATCHBLINEATERRA2/3-Doors,8900,61,8,1999,79000,Petrol,0,0,110,1,Green,0,1600,3,4,5,69,1050,1,1,3,1,1,1,1,0,0,0,1,1,1,0,0,0,1,0,0,1
771,TOYOTACorolla1.316VLIFTBG64/5-Doors,9500,57,12,1999,78955,Petrol,0,0,86,1,Silver,0,1300,5,4,5,69,1045,1,1,3,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,0,0
772,TOYOTACorolla2.0DLinealunaWagonStationwagen,10950,59,10,1999,78750,Diesel,1,0,90,1,Silver,0,1975,5,4,5,210,1155,0,0,6,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1
773,TOYOTACorolla1.316VHATCHBLINEATERRA2/3-Doors,7950,68,1,1999,78521,Petrol,0,1,86,0,Green,0,1300,3,4,5,69,1015,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0
774,TOYOTACorolla1.316VHATCHBLINEATERRA2/3-Doors,7950,64,5,1999,78356,Petrol,0,0,86,1,Silver,0,1300,3,4,5,69,1015,1,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1
775,TOYOTACorolla1.316VHATCHBLINEATERRA2/3-Doors,7950,65,4,1999,78076,Petrol,0,0,86,1,Grey,0,1300,3,4,5,69,1015,1,1,3,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
776,TOYOTACorolla1.616VLIFTBLINEATERRAAUT44/5-Doors,9500,61,8,1999,78063,Petrol,0,0,107,1,Green,1,1600,5,4,5,85,1100,1,1,3,1,1,1,0,0,0,0,0,0,1,1,0,1,1,0,1,1
777,TOYOTACorolla1.616VLIFTBLINEALUNA4/5-Doors,10950,67,2,1999,77821,Petrol,0,0,110,1,Green,0,1600,5,4,5,85,1075,1,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,1
778,TOYOTACorolla1.616VSEDANLINEATERRA4/5-Doors,9750,68,1,1999,77695,Petrol,0,0,110,1,Grey,0,1600,4,4,5,69,1035,1,1,3,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
779,TOYOTACorolla1.616VHATCHBLINEATERRA2/3-Doors,9750,65,4,1999,77500,Petrol,0,0,110,1,Blue,0,1600,3,4,5,69,1050,1,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0
780,TOYOTACorolla1.616VHATCHBLINEALUNA2/3-Doors,9450,63,6,1999,77457,Petrol,0,0,110,1,Black,0,1600,3,4,5,85,1055,1,1,3,1,1,1,1,0,0,1,1,1,1,0,1,0,1,0,0,0
781,TOYOTACorolla1.316VHATCHBLINEATERRA2/3-Doors,8950,68,1,1999,77029,Petrol,0,0,86,1,Black,0,1300,3,4,5,69,1015,0,1,3,1,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0
782,TOYOTACorolla1.316VLineaTerra2/3-Doors,8950,68,1,1999,77008,Petrol,0,0,86,1,Violet,0,1300,3,4,5,69,1015,1,1,12,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
783,TOYOTACorolla1.616VLIFTBLINEATERRA4/5-Doors,8900,66,3,1999,76791,Petrol,0,0,110,1,Grey,0,1600,5,4,5,85,1070,0,1,3,1,1,1,0,0,0,0,1,1,1,0,0,1,1,0,0,0
784,TOYOTACorolla1.316VLIFTBLINEATERRA4/5-Doors,9950,61,8,1999,76700,Petrol,0,0,86,1,Red,0,1300,5,4,5,69,1035,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0
785,TOYOTACorolla1.316VHATCHBLINEALUNA2/3-Doors,8750,67,2,1999,76569,Petrol,0,0,86,1,Black,0,1300,3,4,5,69,1020,0,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,0,0,0
786,TOYOTACorolla1.616VLIFTBLINEALUNA4/5-Doors,8950,59,10,1999,76162,Petrol,0,0,110,1,Green,0,1600,5,4,5,85,1075,0,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0
787,TOYOTACorolla1.616VSEDANLINEATERRA4/5-Doors,8990,65,4,1999,76155,Petrol,0,0,110,1,Red,0,1600,4,4,5,69,1035,0,1,3,1,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1
788,TOYOTACorolla1.316VHATCHBLINEATERRA2/3-Doors,8950,61,8,1999,75609,Petrol,0,0,86,1,Silver,0,1300,3,4,5,69,1015,1,1,3,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
789,TOYOTACorolla2.0DSLHATCHBLINEALUNA2/3-Doors,8950,62,7,1999,75569,Diesel,1,0,72,1,Green,0,2000,3,4,5,185,1120,0,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,0,0,0
790,TOYOTACorolla1.616VHATCHBG62/3-Doors,9950,67,2,1999,75429,Petrol,0,1,110,1,Black,0,1600,3,4,6,85,1065,1,1,3,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,0,0
791,TOYOTACorolla1.616VLIFTBLINEALUNA4/5-Doors,9900,68,1,1999,75000,Petrol,0,0,110,1,Green,0,1600,5,4,5,85,1075,0,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0
792,TOYOTACorolla1.3HBLINEATERRA2/3-Doors,8950,65,4,1999,75000,Petrol,0,0,86,0,Black,0,1300,3,4,5,19,1015,0,1,3,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0
793,TOYOTACorolla1.616VLIFTBLINEATERRA4/5-Doors,8950,62,7,1999,75000,Petrol,0,0,110,1,Blue,0,1600,5,4,5,85,1070,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
794,TOYOTACorolla1.616VHATCHBLINEALUNAAUT42/3-Doors,9500,66,3,1999,74963,Petrol,0,0,107,0,Blue,1,1600,3,4,5,85,1085,0,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,0,0,0
795,TOYOTACorolla1.316VHATCHBLINEATERRA2/3-Doors,7950,68,1,1999,74889,Petrol,0,0,86,1,Black,0,1300,3,4,5,69,1015,1,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0
796,TOYOTACorolla1.6LBLINEALUNA4/5-Doors,7750,68,1,1999,74875,Petrol,0,0,110,0,Red,0,1600,5,4,5,85,1070,0,1,3,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
797,TOYOTACorolla1.616VLIFTBLINEALUNA4/5-Doors,8950,63,6,1999,74747,Petrol,0,0,110,1,Green,0,1600,5,4,5,85,1075,0,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,0,0,0
798,TOYOTACorolla1.616VWAGONLINEATERRAStationwagen,11950,60,9,1999,74720,Petrol,0,0,110,1,Red,0,1600,5,4,5,85,1085,1,1,3,1,1,1,1,0,0,0,0,1,1,1,0,1,1,0,1,1
799,TOYOTACorolla1.616VLIFTBLINEALUNA4/5-Doors,8950,62,7,1999,74457,Petrol,0,0,110,0,Green,0,1600,5,4,5,85,1075,0,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0
800,TOYOTACorolla1.316VLIFTBLINEATERRA4/5-Doors,11950,60,9,1999,74337,Petrol,0,0,86,0,Blue,0,1300,5,4,5,69,1035,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0
801,TOYOTACorolla1.616VHATCHBLINEATERRA2/3-Doors,8950,68,1,1999,74308,Petrol,0,0,110,0,Red,0,1600,3,4,5,69,1050,1,1,3,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0
802,TOYOTACorolla1.6LineaTerraHB2/3-Doors,9950,64,5,1999,74193,Petrol,0,0,110,0,Silver,0,1600,3,4,5,69,1050,1,1,12,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
803,TOYOTACorolla1.616VHATCHBLINEATERRA2/3-Doors,8250,65,4,1999,74179,Petrol,0,0,110,1,Red,0,1600,3,4,5,69,1050,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
804,TOYOTACorolla1.316VWAGONLINEATERRAStationwagen,8995,67,2,1999,73936,Petrol,0,0,86,1,Green,0,1300,5,4,5,69,1050,0,1,3,1,1,1,0,0,0,0,1,1,1,0,0,1,1,0,0,0
805,TOYOTACorolla1.616VHATCHBG62/3-Doors,9995,61,8,1999,73894,Petrol,0,0,110,1,Black,0,1600,3,4,6,85,1065,1,1,3,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,0,1
806,TOYOTACorolla1.616VHATCHBLINEATERRA2/3-Doors,9250,64,5,1999,73500,Petrol,0,0,110,1,Blue,0,1600,3,4,5,69,1050,0,1,3,1,1,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0
807,TOYOTACorolla1.616VLIFTBLINEATERRA4/5-Doors,10950,64,5,1999,73376,Petrol,0,0,110,0,Red,0,1600,5,4,5,85,1070,1,1,3,1,1,1,1,0,0,0,1,1,1,0,0,0,1,0,0,0
808,TOYOTACorolla1.316V2/3-Doors,8900,64,5,1999,73300,Petrol,0,0,86,1,Blue,0,1300,3,4,5,69,1015,0,1,3,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0
809,TOYOTACorolla1.616VLIFTBLINEALUNA4/5-Doors,9500,58,11,1999,73172,Petrol,0,0,110,1,Green,0,1600,5,4,5,85,1075,0,1,3,1,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,0
810,TOYOTACorolla1.616VLIFTBLINEALUNA4/5-Doors,9950,58,11,1999,72928,Petrol,0,0,110,1,Green,0,1600,5,4,5,85,1075,1,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0
811,TOYOTACorolla1.316VHATCHBLINEATERRA2/3-Doors,7950,67,2,1999,72880,Petrol,0,0,86,1,Black,0,1332,3,4,5,69,1015,0,1,3,0,1,1,0,0,0,0,1,1,1,0,0,0,1,0,0,1
812,TOYOTACorolla1.616VHATCHBLINEATERRA2/3-Doors,8250,63,6,1999,72522,Petrol,0,0,110,1,Green,0,1600,3,4,5,69,1050,0,1,3,1,1,1,0,0,0,0,1,1,1,0,0,0,1,0,0,1
813,TOYOTACorolla1.316VHATCHBLINEATERRA2/3-Doors,9450,64,5,1999,72000,Petrol,0,0,86,1,Green,0,1300,3,4,5,69,1015,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0
814,TOYOTACorolla1.3HBLINEATERRA2/3-Doors,7950,57,12,1999,72000,Petrol,0,0,86,0,Red,0,1300,3,4,5,69,1015,1,0,3,1,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0
815,TOYOTACorolla1.616VHATCHBG62/3-Doors,9500,59,10,1999,71366,Petrol,0,0,110,0,Black,0,1600,3,4,6,85,1065,0,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,1
816,TOYOTACorolla1.616VHATCHBLINEATERRA2/3-Doors,8950,65,4,1999,71317,Petrol,0,0,110,0,Blue,0,1600,3,4,5,69,1050,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0
817,TOYOTACorolla1.616vLiftbackLineaTerra4/5-Doors,10950,62,7,1999,71000,Petrol,0,0,110,0,Black,0,1600,5,4,5,85,1070,0,1,12,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1
818,TOYOTACorolla1.616VHATCHBLINEATERRA2/3-Doors,8950,60,9,1999,70954,Petrol,0,0,110,0,Green,0,1600,3,4,5,69,1050,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0
819,TOYOTACorolla1.316VLIFTBLINEATERRA4/5-Doors,9450,63,6,1999,70908,Petrol,0,0,86,0,Red,0,1300,5,4,5,69,1035,1,1,3,1,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1
820,TOYOTACorolla1.616VHATCHBS2/3-Doors,8000,58,11,1999,70560,Petrol,0,0,110,1,Blue,0,1600,3,4,5,69,1050,0,0,3,0,1,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0
821,TOYOTACorolla1.616VLIFTBLINEALUNA4/5-Doors,9900,67,2,1999,70552,Petrol,0,0,110,0,Grey,0,1600,5,4,5,85,1075,0,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0
822,TOYOTACorolla1.616vVVTiTerraComfort4/5-Doors,8950,62,7,1999,70500,Petrol,0,0,110,1,Blue,0,1600,5,4,5,69,1035,1,1,12,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1
823,TOYOTACorolla2.0DSLLIFTBLINEATERRA4/5-Doors,10900,60,9,1999,70453,Diesel,1,0,72,0,Red,0,2000,5,4,5,185,1135,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
824,TOYOTACorolla1.616VHATCHBS2/3-Doors,9450,59,10,1999,70218,Petrol,0,1,110,1,Green,0,1600,3,4,5,69,1050,1,1,3,1,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1
825,TOYOTACorolla1.616VSEDANLINEATERRA4/5-Doors,8450,64,5,1999,70116,Petrol,0,0,110,1,Red,0,1600,4,4,5,69,1035,1,1,3,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
826,TOYOTACorolla1.616VLIFTBLINEALUNA4/5-Doors,9500,65,4,1999,70068,Petrol,0,0,110,1,Green,0,1600,5,4,5,85,1075,1,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,1
827,TOYOTACorolla1.616vLineaLuna2/3-Doors,10500,67,2,1999,70000,Petrol,0,0,107,1,Silver,1,1587,3,4,5,19,1065,0,0,12,1,1,0,1,0,0,0,1,1,1,1,0,0,0,0,1,1
828,TOYOTACorolla1.316VL.TERRACOMFORT2/3-Doors,6950,68,1,1999,70000,Petrol,0,0,86,1,Blue,0,1300,3,4,5,69,1015,0,0,3,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
829,TOYOTACorolla1.616VSEDANLINEATERRA4/5-Doors,9750,68,1,1999,69103,Petrol,0,0,110,0,Red,0,1600,4,4,5,69,1035,1,1,3,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
830,TOYOTACorolla1.316VLIFTBLINEATERRA4/5-Doors,6950,58,11,1999,69022,Petrol,0,0,86,1,Black,0,1300,5,4,5,69,1035,1,1,3,1,1,1,0,0,0,1,1,0,1,0,0,1,1,0,0,0
831,TOYOTACorolla1.616VHATCHBG6R2/3-Doors,9650,67,2,1999,69000,Petrol,0,0,110,1,Black,0,1600,3,4,6,85,1065,0,1,3,1,1,1,0,0,0,0,1,1,1,0,1,1,1,1,0,0
